id;translation_key;locale;text_value
v279-039;claims.statusCertified;ar-EG;معتمد (شهادة دفع معتمدة)
v279-040;claims.statusCertified;en-US;Certified Payment Certificate
v279-041;claims.statusPosted;ar-EG;مرحل للحسابات
v279-042;claims.statusPosted;en-US;Posted to Accounting
v279-043;claims.statusPaid;ar-EG;مدفوع بالكامل
v279-044;claims.statusPaid;en-US;Fully Paid
v279-045;claims.statusCancelled;ar-EG;ملغي
v279-046;claims.statusCancelled;en-US;Cancelled
v279-047;claims.previousGross;ar-EG;إجمالي الأعمال السابقة
v279-048;claims.previousGross;en-US;Previous Gross Amount
v279-049;claims.currentGross;ar-EG;إجمالي الأعمال الحالية
v279-050;claims.currentGross;en-US;Current Gross Amount
v279-051;claims.cumulativeGross;ar-EG;إجمالي الأعمال التراكمية
v279-052;claims.cumulativeGross;en-US;Cumulative Gross Amount
v279-053;claims.previousRetention;ar-EG;تأمين أعمال سابق
v279-054;claims.previousRetention;en-US;Previous Retention
v279-055;claims.currentRetention;ar-EG;استقطاع تأمين حالي
v279-056;claims.currentRetention;en-US;Current Retention
v279-057;claims.cumulativeRetention;ar-EG;إجمالي تأمين الأعمال التراكمي
v279-058;claims.cumulativeRetention;en-US;Cumulative Retention Held
v279-059;claims.previousAdvance;ar-EG;دفعة مقدمة مستردة سابقاً
v279-060;claims.previousAdvance;en-US;Previous Advance Recovery
v279-061;claims.currentAdvance;ar-EG;استرداد دفعة مقدمة حالية
v279-062;claims.currentAdvance;en-US;Current Advance Recovery
v279-063;claims.cumulativeAdvance;ar-EG;إجمالي استرداد الدفعة المقدمة
v279-064;claims.cumulativeAdvance;en-US;Cumulative Advance Recovered
v279-065;claims.currentTax;ar-EG;الضرائب المضافة / المخصومة
v279-066;claims.currentTax;en-US;Taxes & Additions
v279-067;claims.currentDeductions;ar-EG;إجمالي الاستقطاعات والجزاءات
v279-068;claims.currentDeductions;en-US;Total Deductions & Penalties
v279-069;claims.netPayable;ar-EG;صافي القيمة المستحقة للصرف
v279-070;claims.netPayable;en-US;Net Payable Amount
v279-071;claims.cumulativePaid;ar-EG;إجمالي المنصرف التراكمي
v279-072;claims.cumulativePaid;en-US;Cumulative Net Paid
v279-073;claims.tabOverview;ar-EG;البيانات العامة
v279-074;claims.tabOverview;en-US;Overview & Financials
v279-075;claims.tabMeasurements;ar-EG;حصر الأعمال والكميات (3 أعمدة)
v279-076;claims.tabMeasurements;en-US;Work Quantities & Measurements
v279-077;claims.tabAdjustments;ar-EG;الاستقطاعات والتسويات المالية
v279-078;claims.tabAdjustments;en-US;Adjustments & Deductions
v279-079;claims.tabCertificate;ar-EG;شهادة الدفع المعتمدة (IPC)
v279-080;claims.tabCertificate;en-US;Payment Certificate (IPC)
v279-081;claims.contractQty;ar-EG;كمية العقد
v279-082;claims.contractQty;en-US;Contract Qty
v279-083;claims.previousQty;ar-EG;كمية سابقة
v279-084;claims.previousQty;en-US;Previous Qty
v279-085;claims.currentQty;ar-EG;كمية حالية
v279-086;claims.currentQty;en-US;Current Qty
v279-087;claims.cumulativeQty;ar-EG;كمية تراكمية
v279-088;claims.cumulativeQty;en-US;Cumulative Qty
v279-089;claims.previousAmt;ar-EG;قيمة سابقة
v279-090;claims.previousAmt;en-US;Previous Amount
v279-091;claims.currentAmt;ar-EG;قيمة حالية
v279-092;claims.currentAmt;en-US;Current Amount
v279-093;claims.cumulativeAmt;ar-EG;قيمة تراكمية
v279-094;claims.cumulativeAmt;en-US;Cumulative Amount
v279-095;claims.submitClaim;ar-EG;تقديم المستخلص
v279-096;claims.submitClaim;en-US;Submit Claim
v279-097;claims.submitSuccess;ar-EG;تم تقديم المستخلص بنجاح للمراجعة
v279-098;claims.submitSuccess;en-US;Claim submitted successfully for review
v279-099;claims.reviewClaim;ar-EG;اعتماد المراجعة الفنية
v279-100;claims.reviewClaim;en-US;Complete Technical Review
v279-101;claims.reviewSuccess;ar-EG;تمت مراجعة حصر الأعمال والبنود بنجاح
v279-102;claims.reviewSuccess;en-US;Technical review approved successfully
v279-103;claims.certifyClaim;ar-EG;إصدار شهادة الدفع المعتمدة
v279-104;claims.certifyClaim;en-US;Certify Payment Certificate
v279-105;claims.certifySuccess;ar-EG;تم اعتماد شهادة المستخلص وتجميد الحصر
v279-106;claims.certifySuccess;en-US;Claim certified successfully and frozen
v279-107;claims.postFinance;ar-EG;ترحيل المستخلص للحسابات والقيود
v279-108;claims.postFinance;en-US;Post Claim to Finance & Ledger
v279-109;claims.postFinanceSuccess;ar-EG;تم ترحيل المستخلص للحسابات وتوليد قيود دفتر الأستاذ بنجاح
v279-110;claims.postFinanceSuccess;en-US;Claim posted to finance and ledger successfully
v279-111;claims.initFromWbs;ar-EG;سحب بنود المقايسة من WBS
v279-112;claims.initFromWbs;en-US;Import Lines from Project WBS
v279-113;claims.initFromWbsSuccess;ar-EG;تم استيراد بنود المقايسة وحصر الأعمال من WBS بنجاح
v279-114;claims.initFromWbsSuccess;en-US;Lines imported from project WBS successfully
v279-115;claims.addAdjustment;ar-EG;إضافة استقطاع / تسوية
v279-116;claims.addAdjustment;en-US;Add Adjustment
v279-117;claims.adjustmentType;ar-EG;نوع التسوية / الاستقطاع
v279-118;claims.adjustmentType;en-US;Adjustment Type
v279-119;claims.retentionRate;ar-EG;نسبة تأمين الأعمال %
v279-120;claims.retentionRate;en-US;Retention Rate %
v279-121;claims.advanceRate;ar-EG;نسبة استرداد الدفعة المقدمة %
v279-122;claims.advanceRate;en-US;Advance Recovery Rate %
v279-123;claims.noClaimsTitle;ar-EG;لا توجد مستخلصات مسجلة
v279-124;claims.noClaimsTitle;en-US;No progress claims found
v279-125;claims.noClaimsDesc;ar-EG;ابدأ بإنشاء مستخلص جاري لحصر الأعمال وصرف المستحقات
v279-126;claims.noClaimsDesc;en-US;Start by creating an interim claim to track site progress and billing
v279-127;claims.deleteConfirmTitle;ar-EG;تأكيد حذف المستخلص
v279-128;claims.deleteConfirmTitle;en-US;Confirm Claim Deletion
v279-129;claims.deleteConfirmMessage;ar-EG;هل أنت متأكد من حذف هذا المستخلص وجميع بنود حصره واستقطاعاته؟
v279-130;claims.deleteConfirmMessage;en-US;Are you sure you want to delete this claim and all its measurement lines?
v279-131;claims.navClaims;ar-EG;مستخلصات المشروعات (IPC)
v279-132;claims.navClaims;en-US;Progress Claims (IPC)
v279-133;claims.certificateTitle;ar-EG;شهادة دفع مستخلص أعمال
v279-134;claims.certificateTitle;en-US;Interim Payment Certificate
v279-135;claims.engineerSignature;ar-EG;توقيع المهندس المقيم / الاستشاري
v279-136;claims.engineerSignature;en-US;Consultant / Resident Engineer Signature
v279-137;claims.contractorSignature;ar-EG;توقيع المقاول العام
v279-138;claims.contractorSignature;en-US;General Contractor Signature
v279-139;claims.ownerSignature;ar-EG;اعتماد جهة الإسناد / المالك
v279-140;claims.ownerSignature;en-US;Project Owner Signature
v279-141;common.add;ar-EG;إضافة
v279-142;common.add;en-US;Add
v279-143;common.amount;ar-EG;المبلغ
v279-144;common.amount;en-US;Amount
v279-145;common.filter;ar-EG;تصفية
v279-146;common.filter;en-US;Filter
v279-147;projects.roleParty;ar-EG;الطرف المعني / المقاول
v279-148;projects.roleParty;en-US;Associated Party / Contractor
v279-149;claims.companyName;ar-EG;شركة بيمو للمقاولات العامة والإنشاءات
v279-150;claims.companyName;en-US;BEMO CONSTRUCTION & CONTRACTING
v279-151;claims.adjRetention;ar-EG;تأمين وضمان أعمال (RETENTION)
v279-152;claims.adjRetention;en-US;Retention Guarantee (RETENTION)
v279-153;claims.adjAdvance;ar-EG;استرداد دفعة مقدمة (ADVANCE_RECOVERY)
v279-154;claims.adjAdvance;en-US;Advance Recovery (ADVANCE_RECOVERY)
v279-155;claims.adjVat;ar-EG;ضريبة قيمة مضافة (VAT_TAX)
v279-156;claims.adjVat;en-US;Value Added Tax (VAT_TAX)
v279-157;claims.adjWithholding;ar-EG;خصم أرباح تجارية (WITHHOLDING_TAX)
v279-158;claims.adjWithholding;en-US;Withholding Tax (WITHHOLDING_TAX)
v279-159;claims.adjPenalty;ar-EG;غرامات وجزاءات (PENALTY_DEDUCTION)
v279-160;claims.adjPenalty;en-US;Penalties & Fines (PENALTY_DEDUCTION)
v279-161;claims.adjOther;ar-EG;استقطاعات أخرى (OTHER_DEDUCTION)
v279-162;claims.adjOther;en-US;Other Deductions (OTHER_DEDUCTION)
