id;key;locale;text
v159-ar-018;banks.reconciliation.import;ar-EG;استيراد كشف
v159-en-018;banks.reconciliation.import;en-US;Import statement
v159-ar-019;banks.reconciliation.importTitle;ar-EG;استيراد كشف بنكي
v159-en-019;banks.reconciliation.importTitle;en-US;Import bank statement
v159-ar-020;banks.reconciliation.journal;ar-EG;قيد اليومية
v159-en-020;banks.reconciliation.journal;en-US;Journal entry
v159-ar-021;banks.reconciliation.lines;ar-EG;حركات الكشف
v159-en-021;banks.reconciliation.lines;en-US;Statement lines
v159-ar-022;banks.reconciliation.manualMatch;ar-EG;مطابقة يدوية
v159-en-022;banks.reconciliation.manualMatch;en-US;Manual match
v159-ar-023;banks.reconciliation.matchAmount;ar-EG;مبلغ المطابقة
v159-en-023;banks.reconciliation.matchAmount;en-US;Match amount
v159-ar-024;banks.reconciliation.matchTitle;ar-EG;مطابقة حركة بنكية
v159-en-024;banks.reconciliation.matchTitle;en-US;Match bank transaction
v159-ar-025;banks.reconciliation.opening;ar-EG;الرصيد الافتتاحي
v159-en-025;banks.reconciliation.opening;en-US;Opening balance
v159-ar-026;banks.reconciliation.reference;ar-EG;مرجع الكشف
v159-en-026;banks.reconciliation.reference;en-US;Statement reference
v159-ar-027;banks.reconciliation.remaining;ar-EG;المتبقي
v159-en-027;banks.reconciliation.remaining;en-US;Remaining
v159-ar-028;banks.reconciliation.reverse;ar-EG;عكس المطابقة
v159-en-028;banks.reconciliation.reverse;en-US;Reverse match
v159-ar-029;banks.reconciliation.reverseReason;ar-EG;اكتب سبب عكس المطابقة
v159-en-029;banks.reconciliation.reverseReason;en-US;Enter the reason for reversing this match
v159-ar-030;banks.reconciliation.selectStatement;ar-EG;اختر كشفاً لفتح شاشة المطابقة.
v159-en-030;banks.reconciliation.selectStatement;en-US;Select a statement to open the reconciliation workbench.
v159-ar-031;banks.reconciliation.statements;ar-EG;الكشوف البنكية
v159-en-031;banks.reconciliation.statements;en-US;Bank statements
v159-ar-032;banks.reconciliation.title;ar-EG;التسوية البنكية
v159-en-032;banks.reconciliation.title;en-US;Bank reconciliation
v159-ar-033;banks.reconciliation.totalCash;ar-EG;إجمالي الأرصدة الحالية
v159-en-033;banks.reconciliation.totalCash;en-US;Total current balances
v159-ar-034;banks.reconciliation.unmatched;ar-EG;غير مطابق
v159-en-034;banks.reconciliation.unmatched;en-US;Unmatched
v159-ar-035;banks.reconciliation.status.imported;ar-EG;مستورد
v159-en-035;banks.reconciliation.status.imported;en-US;Imported
v159-ar-036;banks.reconciliation.status.inProgress;ar-EG;قيد التسوية
v159-en-036;banks.reconciliation.status.inProgress;en-US;In progress
v159-ar-037;banks.reconciliation.status.reconciled;ar-EG;تمت التسوية
v159-en-037;banks.reconciliation.status.reconciled;en-US;Reconciled
v159-ar-038;banks.reconciliation.status.unmatched;ar-EG;غير مطابق
v159-en-038;banks.reconciliation.status.unmatched;en-US;Unmatched
v159-ar-039;banks.reconciliation.status.partial;ar-EG;مطابق جزئياً
v159-en-039;banks.reconciliation.status.partial;en-US;Partially matched
v159-ar-040;banks.reconciliation.status.matched;ar-EG;مطابق
v159-en-040;banks.reconciliation.status.matched;en-US;Matched
v159-ar-041;banks.reconciliation.status.ignored;ar-EG;متجاهل
v159-en-041;banks.reconciliation.status.ignored;en-US;Ignored
v159-ar-042;BANK_GL_ACCOUNT_REQUIRED;ar-EG;يجب ربط الحساب البنكي بحساب أستاذ.
v159-en-042;BANK_GL_ACCOUNT_REQUIRED;en-US;Bank account must be linked to a GL account.
v159-ar-043;BANK_STATEMENT_FILE_REQUIRED;ar-EG;ملف كشف البنك CSV مطلوب.
v159-en-043;BANK_STATEMENT_FILE_REQUIRED;en-US;Bank statement CSV file is required.
v159-ar-044;BANK_STATEMENT_FILE_TOO_LARGE;ar-EG;لا يجوز أن يتجاوز ملف الكشف 10 ميجابايت.
v159-en-044;BANK_STATEMENT_FILE_TOO_LARGE;en-US;Bank statement file cannot exceed 10 MB.
v159-ar-045;BANK_STATEMENT_FILE_READ_FAILED;ar-EG;تعذر قراءة ملف كشف البنك.
v159-en-045;BANK_STATEMENT_FILE_READ_FAILED;en-US;Bank statement file could not be read.
v159-ar-046;BANK_STATEMENT_DUPLICATE;ar-EG;تم استيراد ملف كشف البنك هذا مسبقاً.
v159-en-046;BANK_STATEMENT_DUPLICATE;en-US;This bank statement file was already imported.
v159-ar-047;BANK_STATEMENT_REFERENCE_REQUIRED;ar-EG;مرجع الكشف البنكي مطلوب.
v159-en-047;BANK_STATEMENT_REFERENCE_REQUIRED;en-US;Statement reference is required.
v159-ar-048;BANK_STATEMENT_REFERENCE_DUPLICATE;ar-EG;مرجع الكشف مستخدم لهذا الحساب البنكي.
v159-en-048;BANK_STATEMENT_REFERENCE_DUPLICATE;en-US;Statement reference already exists for this bank account.
v159-ar-049;BANK_STATEMENT_BALANCE_MISMATCH;ar-EG;الرصيد الافتتاحي مع الحركات لا يساوي الرصيد الختامي.
v159-en-049;BANK_STATEMENT_BALANCE_MISMATCH;en-US;Opening balance plus movements must equal closing balance.
v159-ar-050;BANK_STATEMENT_NOT_FOUND;ar-EG;كشف البنك غير موجود.
v159-en-050;BANK_STATEMENT_NOT_FOUND;en-US;Bank statement was not found.
v159-ar-051;BANK_STATEMENT_LINE_NOT_FOUND;ar-EG;حركة كشف البنك غير موجودة.
v159-en-051;BANK_STATEMENT_LINE_NOT_FOUND;en-US;Bank statement line was not found.
v159-ar-052;BANK_STATEMENT_LINE_CLOSED;ar-EG;حركة كشف البنك مغلقة بالفعل.
v159-en-052;BANK_STATEMENT_LINE_CLOSED;en-US;Bank statement line is already closed.
v159-ar-053;BANK_MATCH_ALLOCATION_EXCEEDS_AVAILABLE;ar-EG;مبلغ المطابقة يتجاوز المتاح في قيد اليومية.
v159-en-053;BANK_MATCH_ALLOCATION_EXCEEDS_AVAILABLE;en-US;Allocation exceeds the available journal bank amount.
v159-ar-054;BANK_FEE_DIRECTION_INVALID;ar-EG;يمكن ربط الرسوم البنكية بحركة مدينة فقط.
v159-en-054;BANK_FEE_DIRECTION_INVALID;en-US;Bank fees can only reconcile a debit statement line.
v159-ar-055;BANK_MATCH_EMPTY;ar-EG;يلزم تخصيص واحد أو رسم بنكي على الأقل.
v159-en-055;BANK_MATCH_EMPTY;en-US;At least one allocation or bank fee is required.
v159-ar-056;BANK_MATCH_AMOUNT_EXCEEDED;ar-EG;المبلغ المطابق يتجاوز حركة كشف البنك.
v159-en-056;BANK_MATCH_AMOUNT_EXCEEDED;en-US;Matched amount exceeds the bank statement line.
v159-ar-057;BANK_MATCH_NOT_FOUND;ar-EG;مطابقة التسوية غير موجودة.
v159-en-057;BANK_MATCH_NOT_FOUND;en-US;Reconciliation match was not found.
v159-ar-058;BANK_FEE_ACCOUNT_REQUIRED;ar-EG;حساب مصروف الرسوم البنكية مطلوب.
v159-en-058;BANK_FEE_ACCOUNT_REQUIRED;en-US;Bank-fee expense account is required.
v159-ar-059;BANK_FEE_ACCOUNT_NOT_FOUND;ar-EG;حساب مصروف الرسوم البنكية غير موجود.
v159-en-059;BANK_FEE_ACCOUNT_NOT_FOUND;en-US;Bank-fee expense account was not found.
v159-ar-060;BANK_FEE_ACCOUNT_INVALID;ar-EG;يجب أن يكون حساب الرسوم نشطاً وقابلاً للترحيل.
v159-en-060;BANK_FEE_ACCOUNT_INVALID;en-US;Bank-fee account must be an active posting account.
v159-ar-061;BANK_STATEMENT_EMPTY;ar-EG;ملف كشف البنك لا يحتوي على حركات.
v159-en-061;BANK_STATEMENT_EMPTY;en-US;Bank statement CSV has no transaction lines.
v159-ar-062;BANK_STATEMENT_ROW_INVALID;ar-EG;يوجد صف غير صالح في كشف البنك.
v159-en-062;BANK_STATEMENT_ROW_INVALID;en-US;Bank statement CSV contains an invalid row.
v159-ar-063;BANK_STATEMENT_COLUMN_MISSING;ar-EG;يوجد عمود مطلوب مفقود في كشف البنك.
v159-en-063;BANK_STATEMENT_COLUMN_MISSING;en-US;A required bank statement column is missing.
v159-ar-064;BANK_MATCH_JOURNAL_NOT_POSTED;ar-EG;لا يمكن تسوية إلا قيود اليومية المرحلة.
v159-en-064;BANK_MATCH_JOURNAL_NOT_POSTED;en-US;Only posted journals can be reconciled.
