id;key;locale;text
v155-ar-021;operations.valuation.allowBackdated;ar-EG;السماح بالحركات المؤرخة بأثر رجعي بعد مراجعة الأثر
v155-en-021;operations.valuation.allowBackdated;en-US;Allow backdated movements after impact review
v155-ar-022;operations.valuation.settingsSaved;ar-EG;تم حفظ سياسة تقييم المخزون
v155-en-022;operations.valuation.settingsSaved;en-US;Inventory valuation policy saved
v155-ar-023;operations.valuation.newUnitCost;ar-EG;تكلفة الوحدة الجديدة
v155-en-023;operations.valuation.newUnitCost;en-US;New unit cost
v155-ar-024;operations.valuation.revalued;ar-EG;تم تسجيل إعادة تقييم المخزون وترحيل أثرها
v155-en-024;operations.valuation.revalued;en-US;Inventory revaluation was recorded and posted
v155-ar-025;INV_VAL_POLICY_VERSION_CONFLICT;ar-EG;تغيرت إعدادات تقييم المخزون. حدّث الصفحة وأعد المحاولة.
v155-en-025;INV_VAL_POLICY_VERSION_CONFLICT;en-US;Inventory valuation settings changed. Refresh and retry.
v155-ar-026;INV_VAL_BACKDATED_BLOCKED;ar-EG;الحركة المؤرخة بأثر رجعي محظورة حتى تفعيل السياسة وإجراء إعادة بناء محكومة.
v155-en-026;INV_VAL_BACKDATED_BLOCKED;en-US;Backdated inventory posting is blocked until the policy is enabled and a controlled rebuild is performed.
v155-ar-027;INV_VAL_MOVEMENT_COST_NOT_FOUND;ar-EG;أثر تكلفة الحركة غير موجود.
v155-en-027;INV_VAL_MOVEMENT_COST_NOT_FOUND;en-US;Movement cost was not found.
v155-ar-028;INV_VAL_REVALUE_NO_STOCK;ar-EG;لا يمكن إعادة تقييم صنف لا يملك رصيداً موجباً.
v155-en-028;INV_VAL_REVALUE_NO_STOCK;en-US;Only positive on-hand inventory can be revalued.
v155-ar-029;INV_VAL_REVALUE_NO_CHANGE;ar-EG;التقييم المطلوب لا يغير قيمة المخزون.
v155-en-029;INV_VAL_REVALUE_NO_CHANGE;en-US;The requested revaluation does not change inventory value.
v155-ar-030;INV_VAL_UNIT_COST_REQUIRED;ar-EG;تكلفة وحدة موجبة مطلوبة لأول استلام أو تسوية موجبة.
v155-en-030;INV_VAL_UNIT_COST_REQUIRED;en-US;A positive unit cost is required for the first receipt or positive adjustment.
v155-ar-031;INV_VAL_NEGATIVE_STOCK;ar-EG;الصرف سيؤدي إلى رصيد مخزون سالب.
v155-en-031;INV_VAL_NEGATIVE_STOCK;en-US;The inventory issue would create a negative stock balance.
v155-ar-032;INV_VAL_COST_UNAVAILABLE;ar-EG;لا توجد تكلفة مقيّمة متاحة لصرف المخزون.
v155-en-032;INV_VAL_COST_UNAVAILABLE;en-US;Inventory has no valued cost available for issue.
v155-ar-033;INV_VAL_FIFO_LAYER_SHORTAGE;ar-EG;طبقات الوارد أولاً لا تغطي كمية الصرف المطلوبة.
v155-en-033;INV_VAL_FIFO_LAYER_SHORTAGE;en-US;FIFO layers do not cover the requested issue quantity.
v155-ar-034;INV_VAL_GL_ACCOUNTS_REQUIRED;ar-EG;كل حسابات المخزون مطلوبة عند تفعيل الترحيل المالي.
v155-en-034;INV_VAL_GL_ACCOUNTS_REQUIRED;en-US;All inventory GL accounts are required when posting is enabled.
v155-ar-035;INV_VAL_GL_ACCOUNT_NOT_FOUND;ar-EG;أحد حسابات المخزون المهيأة غير موجود.
v155-en-035;INV_VAL_GL_ACCOUNT_NOT_FOUND;en-US;A configured inventory GL account was not found.
v155-ar-036;INV_VAL_GL_ACCOUNT_NOT_POSTING;ar-EG;يجب أن تكون حسابات المخزون نشطة وقابلة للترحيل.
v155-en-036;INV_VAL_GL_ACCOUNT_NOT_POSTING;en-US;Inventory GL accounts must be active posting accounts.
v155-ar-037;operations.valuation.movementCosts;ar-EG;تكاليف حركات المخزون
v155-en-037;operations.valuation.movementCosts;en-US;Inventory movement costs
v155-ar-038;operations.valuation.valueEffect;ar-EG;أثر القيمة
v155-en-038;operations.valuation.valueEffect;en-US;Value effect
v155-ar-039;operations.valuation.journal;ar-EG;قيد اليومية
v155-en-039;operations.valuation.journal;en-US;Journal entry
v155-ar-040;operations.valuation.explanation;ar-EG;شرح الاحتساب
v155-en-040;operations.valuation.explanation;en-US;Calculation explanation
