id;key;locale;text
v157-ar-032;parties.compliance.taxId;ar-EG;الرقم الضريبي مسجل
v157-en-032;parties.compliance.taxId;en-US;Tax ID recorded
v157-ar-033;parties.compliance.documents;ar-EG;المستندات الإلزامية سارية ومتحقق منها
v157-en-033;parties.compliance.documents;en-US;Mandatory documents are current and verified
v157-ar-034;parties.compliance.bank;ar-EG;الحساب البنكي الأساسي متحقق منه
v157-en-034;parties.compliance.bank;en-US;Primary bank account is verified
v157-ar-035;parties.status.REQUESTED;ar-EG;مطلوب
v157-en-035;parties.status.REQUESTED;en-US;Requested
v157-ar-036;parties.status.UNDER_REVIEW;ar-EG;قيد المراجعة
v157-en-036;parties.status.UNDER_REVIEW;en-US;Under review
v157-ar-037;parties.status.APPROVED;ar-EG;معتمد
v157-en-037;parties.status.APPROVED;en-US;Approved
v157-ar-038;parties.status.ACTIVE;ar-EG;نشط
v157-en-038;parties.status.ACTIVE;en-US;Active
v157-ar-039;parties.status.SUSPENDED;ar-EG;معلق
v157-en-039;parties.status.SUSPENDED;en-US;Suspended
v157-ar-040;parties.status.BLACKLISTED;ar-EG;قائمة سوداء
v157-en-040;parties.status.BLACKLISTED;en-US;Blacklisted
v157-ar-041;parties.status.CLOSED;ar-EG;مغلق
v157-en-041;parties.status.CLOSED;en-US;Closed
v157-ar-042;SUPPLIER_DUPLICATE_TAX_ID;ar-EG;يوجد مورد آخر بنفس الرقم الضريبي.
v157-en-042;SUPPLIER_DUPLICATE_TAX_ID;en-US;Another supplier already uses this tax ID.
v157-ar-043;SUPPLIER_DOCUMENT_DATE_INVALID;ar-EG;تاريخ انتهاء المستند لا يمكن أن يسبق تاريخ الإصدار.
v157-en-043;SUPPLIER_DOCUMENT_DATE_INVALID;en-US;Document expiry cannot precede the issue date.
v157-ar-044;SUPPLIER_DOCUMENT_NOT_FOUND;ar-EG;مستند المورد غير موجود.
v157-en-044;SUPPLIER_DOCUMENT_NOT_FOUND;en-US;Supplier document was not found.
v157-ar-045;SUPPLIER_DOCUMENT_EXPIRED;ar-EG;لا يمكن التحقق من مستند منتهي.
v157-en-045;SUPPLIER_DOCUMENT_EXPIRED;en-US;Expired supplier documents cannot be verified.
v157-ar-046;SUPPLIER_BANK_INVALID;ar-EG;رقم الحساب البنكي أو IBAN غير صحيح.
v157-en-046;SUPPLIER_BANK_INVALID;en-US;The bank account or IBAN is invalid.
v157-ar-047;SUPPLIER_DUPLICATE_BANK_ACCOUNT;ar-EG;هذا الحساب البنكي مسجل بالفعل.
v157-en-047;SUPPLIER_DUPLICATE_BANK_ACCOUNT;en-US;This bank account is already registered.
v157-ar-048;SUPPLIER_BANK_NOT_FOUND;ar-EG;حساب المورد البنكي غير موجود.
v157-en-048;SUPPLIER_BANK_NOT_FOUND;en-US;Supplier bank account was not found.
v157-ar-049;SUPPLIER_APPROVAL_PENDING;ar-EG;مسار اعتماد المورد لم يكتمل بعد.
v157-en-049;SUPPLIER_APPROVAL_PENDING;en-US;The supplier approval workflow is not complete.
v157-ar-050;SUPPLIER_BANK_VERIFICATION_REQUIRED;ar-EG;يلزم حساب بنكي أساسي متحقق منه.
v157-en-050;SUPPLIER_BANK_VERIFICATION_REQUIRED;en-US;A verified primary bank account is required.
v157-ar-051;SUPPLIER_BLACKLIST_REASON_REQUIRED;ar-EG;سبب الإدراج في القائمة السوداء مطلوب.
v157-en-051;SUPPLIER_BLACKLIST_REASON_REQUIRED;en-US;A blacklist reason is required.
v157-ar-052;SUPPLIER_MANDATORY_DOCUMENT_REQUIRED;ar-EG;يلزم مستند امتثال إلزامي واحد على الأقل.
v157-en-052;SUPPLIER_MANDATORY_DOCUMENT_REQUIRED;en-US;At least one mandatory compliance document is required.
v157-ar-053;SUPPLIER_MANDATORY_DOCUMENT_EXPIRED;ar-EG;يوجد مستند إلزامي منتهي.
v157-en-053;SUPPLIER_MANDATORY_DOCUMENT_EXPIRED;en-US;A mandatory supplier document is expired.
v157-ar-054;SUPPLIER_MANDATORY_DOCUMENT_UNVERIFIED;ar-EG;يجب التحقق من جميع المستندات الإلزامية.
v157-en-054;SUPPLIER_MANDATORY_DOCUMENT_UNVERIFIED;en-US;All mandatory supplier documents must be verified.
v157-ar-055;SUPPLIER_REQUIRED;ar-EG;الجهة المحددة ليست مورداً.
v157-en-055;SUPPLIER_REQUIRED;en-US;The selected business party is not a supplier.
v157-ar-056;SUPPLIER_STATUS_TRANSITION_INVALID;ar-EG;انتقال حالة المورد غير مسموح.
v157-en-056;SUPPLIER_STATUS_TRANSITION_INVALID;en-US;The supplier status transition is not allowed.
v157-ar-057;PROC_SUPPLIER_BANK_VERIFICATION_REQUIRED;ar-EG;يجب تفعيل المورد والتحقق من حسابه البنكي قبل الدفع.
v157-en-057;PROC_SUPPLIER_BANK_VERIFICATION_REQUIRED;en-US;Supplier must be active with a verified bank account before payment.
v157-ar-058;SUPPLIER_DOCUMENT_FILE_REQUIRED;ar-EG;ملف مستند المورد مطلوب.
v157-en-058;SUPPLIER_DOCUMENT_FILE_REQUIRED;en-US;Supplier document file is required.
v157-ar-059;SUPPLIER_DOCUMENT_FILE_TOO_LARGE;ar-EG;يجب ألا يتجاوز مستند المورد 5 ميجابايت.
v157-en-059;SUPPLIER_DOCUMENT_FILE_TOO_LARGE;en-US;Supplier document cannot exceed 5 MB.
v157-ar-060;SUPPLIER_DOCUMENT_FILE_TYPE_INVALID;ar-EG;نوع ملف مستند المورد غير مدعوم.
v157-en-060;SUPPLIER_DOCUMENT_FILE_TYPE_INVALID;en-US;Unsupported supplier document type.
v157-ar-061;SUPPLIER_DOCUMENT_FILE_READ_FAILED;ar-EG;تعذر قراءة ملف مستند المورد.
v157-en-061;SUPPLIER_DOCUMENT_FILE_READ_FAILED;en-US;Supplier document could not be read.
