id;key;locale;text
v183-067;support.priority.low;en-US;Low
v183-068;support.priority.low;ar-EG;منخفضة
v183-069;support.priority.medium;en-US;Medium
v183-070;support.priority.medium;ar-EG;متوسطة
v183-071;support.priority.high;en-US;High
v183-072;support.priority.high;ar-EG;مرتفعة
v183-073;support.priority.critical;en-US;Critical
v183-074;support.priority.critical;ar-EG;حرجة
v183-075;support.type.problem;en-US;Report a problem
v183-076;support.type.problem;ar-EG;الإبلاغ عن مشكلة
v183-077;support.type.feature;en-US;Suggest a feature
v183-078;support.type.feature;ar-EG;اقتراح ميزة
v183-079;support.type.question;en-US;Ask a question
v183-080;support.type.question;ar-EG;طرح سؤال
v183-081;support.type.rating;en-US;Rate this workflow
v183-082;support.type.rating;ar-EG;تقييم هذا المسار
v183-083;support.type.general;en-US;General feedback
v183-084;support.type.general;ar-EG;ملاحظة عامة
v183-085;health.activation;en-US;Activation milestones
v183-086;health.activation;ar-EG;مراحل التفعيل
v183-087;health.usage;en-US;Recent usage
v183-088;health.usage;ar-EG;الاستخدام الحديث
v183-089;health.adoption;en-US;Workflow adoption
v183-090;health.adoption;ar-EG;تبني مسارات العمل
v183-091;health.dataQuality;en-US;Data quality
v183-092;health.dataQuality;ar-EG;جودة البيانات
v183-093;health.operational;en-US;Operational health
v183-094;health.operational;ar-EG;الصحة التشغيلية
v183-095;health.support;en-US;Support load
v183-096;health.support;ar-EG;عبء الدعم
v183-097;health.commercial;en-US;Commercial state
v183-098;health.commercial;ar-EG;الحالة التجارية
v183-099;SUPPORT_CRITICAL_IMPACT_REQUIRED;en-US;Critical tickets require a detailed business impact
v183-100;SUPPORT_CRITICAL_IMPACT_REQUIRED;ar-EG;تتطلب التذاكر الحرجة وصفاً تفصيلياً لأثر العمل
v183-101;SUPPORT_TICKET_NOT_FOUND;en-US;Support ticket was not found
v183-102;SUPPORT_TICKET_NOT_FOUND;ar-EG;لم يتم العثور على تذكرة الدعم
v183-103;SUPPORT_STATUS_TRANSITION_INVALID;en-US;Support ticket status transition is invalid
v183-104;SUPPORT_STATUS_TRANSITION_INVALID;ar-EG;انتقال حالة تذكرة الدعم غير صالح
v183-105;FEEDBACK_RATING_REQUIRED;en-US;A rating is required for rating feedback
v183-106;FEEDBACK_RATING_REQUIRED;ar-EG;التقييم مطلوب لملاحظة التقييم
v183-107;CUSTOMER_HEALTH_SNAPSHOT_INVALID;en-US;Customer health evidence is invalid
v183-108;CUSTOMER_HEALTH_SNAPSHOT_INVALID;ar-EG;دليل صحة العميل غير صالح
v183-109;SUPPORT_CONTEXT_INVALID;en-US;Support context route is invalid
v183-110;SUPPORT_CONTEXT_INVALID;ar-EG;مسار سياق الدعم غير صالح
v183-111;support.separator;en-US;-
v183-112;support.separator;ar-EG;-
v183-113;support.status.new;en-US;New
v183-114;support.status.new;ar-EG;جديدة
v183-115;support.status.triaged;en-US;Triaged
v183-116;support.status.triaged;ar-EG;تم الفرز
v183-117;support.status.inprogress;en-US;In progress
v183-118;support.status.inprogress;ar-EG;قيد المعالجة
v183-119;support.status.waitingcustomer;en-US;Waiting for customer
v183-120;support.status.waitingcustomer;ar-EG;بانتظار العميل
v183-121;support.status.resolved;en-US;Resolved
v183-122;support.status.resolved;ar-EG;تم الحل
v183-123;support.status.closed;en-US;Closed
v183-124;support.status.closed;ar-EG;مغلقة
