id;translation_key;locale;text_value
v309-070;eta.envProd;en-US;Production Live
v309-071;eta.saveConfig;ar-EG;حفظ إعدادات المنظومة
v309-072;eta.saveConfig;en-US;Save ETA Configuration
v309-073;eta.configSaved;ar-EG;تم حفظ إعدادات منظومة الضرائب المصرية بنجاح
v309-074;eta.configSaved;en-US;ETA configuration saved successfully
v309-075;eta.submittedSuccess;ar-EG;تم إرسال الفاتورة لمنظومة الضرائب المصرية بنجاح
v309-076;eta.submittedSuccess;en-US;Invoice submitted to Egyptian Tax Authority successfully
v309-077;eta.cancelledSuccess;ar-EG;تم إلغاء الوثيقة لدى منظومة الضرائب
v309-078;eta.cancelledSuccess;en-US;Document cancelled successfully on ETA
v309-079;eta.itemMappingSaved;ar-EG;تم حفظ كود الصنف الضريبي بنجاح
v309-080;eta.itemMappingSaved;en-US;Item tax mapping saved successfully
v309-081;eta.newItemMapping;ar-EG;ربط صنف بكود ضريبي
v309-082;eta.newItemMapping;en-US;New Item Tax Mapping
v309-083;eta.itemCode;ar-EG;كود الصنف الداخلي
v309-084;eta.itemCode;en-US;Internal Item Code
v309-085;eta.codeType;ar-EG;نوع الكود الضريبي
v309-086;eta.codeType;en-US;Code Standard
v309-087;eta.codeValue;ar-EG;قيمة الكود الضريبي (EGS / GS1)
v309-088;eta.codeValue;en-US;Tax Code Value
v309-089;eta.queueInvoice;ar-EG;إدراج فاتورة في طابور الضرائب
v309-090;eta.queueInvoice;en-US;Queue Invoice for ETA
v309-091;eta.invoiceSelect;ar-EG;اختر الفاتورة
v309-092;eta.invoiceSelect;en-US;Select Invoice
v309-093;eta.cancellationReason;ar-EG;سبب الإلغاء
v309-094;eta.cancellationReason;en-US;Cancellation Reason
v309-095;eta.emptyQueue;ar-EG;لا توجد وثائق في طابور الضرائب حالياً
v309-096;eta.emptyQueue;en-US;No documents in ETA queue
v309-097;nav.etaTax;ar-EG;الضرائب والفاتورة الإلكترونية (ETA)
v309-098;nav.etaTax;en-US;Egypt E-Invoicing (ETA)
v309-099;nav.etaTaxHint;ar-EG;إدارة الفواتير والإيصالات الإلكترونية والربط مع الضرائب المصرية
v309-100;nav.etaTaxHint;en-US;Egyptian Tax Authority e-invoicing and e-receipt compliance
v309-101;eta.egsStandard;ar-EG;المعيار المصري EGS
v309-102;eta.egsStandard;en-US;EGS (Egyptian Standard)
v309-103;eta.gs1Standard;ar-EG;المعيار العالمي GS1
v309-104;eta.gs1Standard;en-US;GS1 (Global Standard)
