id;translation_key;locale;text_value
v443-ar-034;settings.security.downloadBackupCodes;ar-EG;تحميل الرموز
v443-en-034;settings.security.downloadBackupCodes;en-US;Download Codes
v443-ar-035;settings.security.regenerateBackupCodes;ar-EG;إعادة توليد رموز جديدة
v443-en-035;settings.security.regenerateBackupCodes;en-US;Regenerate Backup Codes
v443-ar-036;settings.security.passwordPolicyTitle;ar-EG;سياسة كلمات المرور للمستأجر
v443-en-036;settings.security.passwordPolicyTitle;en-US;Tenant Password Policy
v443-ar-037;settings.security.passwordPolicyDesc;ar-EG;تحديد متطلبات قوة وتعقيد كلمات المرور لجميع مستخدمي المؤسسة
v443-en-037;settings.security.passwordPolicyDesc;en-US;Define password strength and complexity rules for all company users
v443-ar-038;settings.security.minLength;ar-EG;الحد الأدنى لطول كلمة المرور (حروف)
v443-en-038;settings.security.minLength;en-US;Minimum Password Length
v443-ar-039;settings.security.requireUpper;ar-EG;إلزامية احتواء أحرف كبيرة (A-Z)
v443-en-039;settings.security.requireUpper;en-US;Require Uppercase Letters (A-Z)
v443-ar-040;settings.security.requireLower;ar-EG;إلزامية احتواء أحرف صغيرة (a-z)
v443-en-040;settings.security.requireLower;en-US;Require Lowercase Letters (a-z)
v443-ar-041;settings.security.requireDigits;ar-EG;إلزامية احتواء أرقام (0-9)
v443-en-041;settings.security.requireDigits;en-US;Require Digits (0-9)
v443-ar-042;settings.security.requireSpecial;ar-EG;إلزامية احتواء رموز خاصة (!@#$)
v443-en-042;settings.security.requireSpecial;en-US;Require Special Characters (!@#$)
v443-ar-043;settings.security.historyCount;ar-EG;عدد كلمات المرور السابقة الممنوع تكرارها
v443-en-043;settings.security.historyCount;en-US;Password History Restriction (Last N)
v443-ar-044;settings.security.maxAgeDays;ar-EG;مدة صلاحية كلمة المرور بالأيام (0 = بدون انتهاء)
v443-en-044;settings.security.maxAgeDays;en-US;Password Expiration in Days (0 = Never)
v443-ar-045;settings.security.sessionTimeout;ar-EG;مهلة انتهاء الجلسة التلقائية (بالدقائق)
v443-en-045;settings.security.sessionTimeout;en-US;Automatic Session Timeout (Minutes)
v443-ar-046;settings.security.superAdminBypass;ar-EG;استثناء المسؤول الأعلى (Super Admin) من قيود الـ IP
v443-en-046;settings.security.superAdminBypass;en-US;Bypass IP Restrictions for Super Admin
v443-ar-047;settings.security.trustedDevicesTitle;ar-EG;الأجهزة والجلسات المسجلة
v443-en-047;settings.security.trustedDevicesTitle;en-US;Registered Devices & Sessions
v443-ar-048;settings.security.trustedDevicesDesc;ar-EG;قائمة بالأجهزة والمتصفحات التي تم تسجيل الدخول منها مع إمكانية إنهاء الجلسة فوراً
v443-en-048;settings.security.trustedDevicesDesc;en-US;List of registered devices and browsers with one-click remote session revocation
v443-ar-049;settings.security.deviceLabel;ar-EG;الجهاز والمتصفح
v443-en-049;settings.security.deviceLabel;en-US;Device / Browser
v443-ar-050;settings.security.lastSeen;ar-EG;آخر نشاط
v443-en-050;settings.security.lastSeen;en-US;Last Active
v443-ar-051;settings.security.ipAddress;ar-EG;عنوان الـ IP
v443-en-051;settings.security.ipAddress;en-US;IP Address
v443-ar-052;settings.security.revokeDevice;ar-EG;إنهاء الجلسة
v443-en-052;settings.security.revokeDevice;en-US;Revoke Session
v443-ar-053;settings.security.revokeConfirm;ar-EG;هل أنت متأكد من رغبتك في إنهاء جلسة هذا الجهاز؟ سيُطلب منه تسجيل الدخول مجدداً.
v443-en-053;settings.security.revokeConfirm;en-US;Are you sure you want to revoke this session? The device will be forced to log in again.
v443-ar-054;settings.security.ipRulesTitle;ar-EG;نطاقات IP المسموح بها للأدوار الوظيفية
v443-en-054;settings.security.ipRulesTitle;en-US;Role-Based Allowed IP Ranges (CIDR)
v443-en-055;settings.security.ipRulesDesc;en-US;Restrict logins for specific roles to office/VPN IP subnets (e.g. 192.168.1.0/24)
v443-ar-055;settings.security.ipRulesDesc;ar-EG;تقييد تسجيل الدخول لأدوار محددة بشبكات ومكاتب الشركة فقط (مثل 192.168.1.0/24)
v443-ar-056;settings.security.role;ar-EG;الدور الوظيفي
v443-en-056;settings.security.role;en-US;Role
v443-ar-057;settings.security.cidr;ar-EG;نطاق CIDR
v443-en-057;settings.security.cidr;en-US;CIDR Block
v443-ar-058;settings.security.addRule;ar-EG;إضافة نطاق IP
v443-en-058;settings.security.addRule;en-US;Add IP Range
v443-ar-059;settings.security.deleteRule;ar-EG;حذف النطاق
v443-en-059;settings.security.deleteRule;en-US;Delete Rule
v443-ar-060;auth.totp.title;ar-EG;التحقق بخطوتين (2FA)
v443-en-060;auth.totp.title;en-US;Two-Factor Verification
v443-ar-061;auth.totp.desc;ar-EG;أدخل رمز التحقق المكون من 6 أرقام الظاهر في تطبيق المصادقة بهاتفك:
v443-en-061;auth.totp.desc;en-US;Enter the 6-digit verification code from your authenticator app:
v443-ar-062;auth.totp.codePlaceholder;ar-EG;000000
v443-en-062;auth.totp.codePlaceholder;en-US;000000
v443-ar-063;auth.totp.verifyBtn;ar-EG;تحقق ومتابعة
v443-en-063;auth.totp.verifyBtn;en-US;Verify & Continue
v443-ar-064;auth.totp.useBackupCode;ar-EG;استخدام رمز نسخ احتياطي للطوارئ
v443-en-064;auth.totp.useBackupCode;en-US;Use an emergency backup code
v443-ar-065;auth.totp.useTotpCode;ar-EG;العودة لاستخدام تطبيق المصادقة
v443-en-065;auth.totp.useTotpCode;en-US;Back to authenticator app
v443-ar-066;auth.totp.backupCodePlaceholder;ar-EG;أدخل رمز النسخ الاحتياطي
v443-en-066;auth.totp.backupCodePlaceholder;en-US;Enter emergency backup code
v443-ar-067;common.password;ar-EG;كلمة المرور
v443-en-067;common.password;en-US;Password
v443-ar-068;AUTH_INVALID_CREDENTIALS;ar-EG;بيانات الاعتماد غير صحيحة، يرجى التأكد من كلمة المرور والمحاولة مجدداً.
v443-en-068;AUTH_INVALID_CREDENTIALS;en-US;Invalid credentials. Please verify your password and try again.
v443-ar-069;AUTH_USER_INACTIVE;ar-EG;هذا الحساب معطل حالياً. يرجى مراجعة مسؤول النظام.
v443-en-069;AUTH_USER_INACTIVE;en-US;This user account is currently inactive. Please contact your system administrator.
v443-ar-070;TOTP_NOT_ENROLLED;ar-EG;لم يتم إعداد المصادقة الثنائية (2FA) لهذا الحساب بعد.
v443-en-070;TOTP_NOT_ENROLLED;en-US;Two-factor authentication has not been enrolled for this account yet.


