id;key;locale;text
v165-062;sales.ar.daysOverdue;ar-EG;أيام التأخير
v165-063;sales.ar.markContacted;en-US;Mark contacted
v165-064;sales.ar.markContacted;ar-EG;تسجيل التواصل
v165-065;sales.ar.noCollectionTasks;en-US;No overdue collection tasks
v165-066;sales.ar.noCollectionTasks;ar-EG;لا توجد مهام تحصيل متأخرة
v165-067;sales.ar.creditLimit;en-US;Credit limit
v165-068;sales.ar.creditLimit;ar-EG;الحد الائتماني
v165-069;sales.ar.paymentTermsDays;en-US;Payment terms days
v165-070;sales.ar.paymentTermsDays;ar-EG;أيام السداد
v165-071;sales.ar.creditHold;en-US;Place customer on credit hold
v165-072;sales.ar.creditHold;ar-EG;إيقاف ائتمان العميل
v165-073;sales.ar.availableCredit;en-US;Available credit
v165-074;sales.ar.availableCredit;ar-EG;الائتمان المتاح
v165-075;sales.ar.invoiceCreated;en-US;Customer invoice created
v165-076;sales.ar.invoiceCreated;ar-EG;تم إنشاء فاتورة العميل
v165-077;sales.ar.invoiceIssued;en-US;Customer invoice issued
v165-078;sales.ar.invoiceIssued;ar-EG;تم إصدار فاتورة العميل
v165-079;sales.ar.receiptRecorded;en-US;Customer receipt recorded
v165-080;sales.ar.receiptRecorded;ar-EG;تم تسجيل تحصيل العميل
v165-081;sales.ar.creditSaved;en-US;Credit controls saved
v165-082;sales.ar.creditSaved;ar-EG;تم حفظ ضوابط الائتمان
v165-083;sales.ar.collectionUpdated;en-US;Collection task updated
v165-084;sales.ar.collectionUpdated;ar-EG;تم تحديث مهمة التحصيل
v165-085;sales.ar.allocationTooHigh;en-US;Allocation cannot exceed the receipt amount
v165-086;sales.ar.allocationTooHigh;ar-EG;لا يمكن أن يتجاوز التخصيص مبلغ التحصيل
v165-087;AR_ALLOCATION_CUSTOMER_CURRENCY_MISMATCH;en-US;Allocation customer or currency does not match the receipt
v165-088;AR_ALLOCATION_CUSTOMER_CURRENCY_MISMATCH;ar-EG;عميل أو عملة التخصيص لا تطابق التحصيل
v165-089;AR_ALLOCATION_EXCEEDS_OUTSTANDING;en-US;Allocation exceeds the invoice outstanding amount
v165-090;AR_ALLOCATION_EXCEEDS_OUTSTANDING;ar-EG;التخصيص يتجاوز الرصيد المتبقي للفاتورة
v165-091;AR_ALLOCATION_EXCEEDS_RECEIPT;en-US;Allocations exceed the receipt amount
v165-092;AR_ALLOCATION_EXCEEDS_RECEIPT;ar-EG;التخصيصات تتجاوز مبلغ التحصيل
v165-093;AR_COLLECTION_STATUS_INVALID;en-US;Collection status is invalid
v165-094;AR_COLLECTION_STATUS_INVALID;ar-EG;حالة التحصيل غير صحيحة
v165-095;AR_COLLECTION_TASK_NOT_FOUND;en-US;Collection task was not found
v165-096;AR_COLLECTION_TASK_NOT_FOUND;ar-EG;مهمة التحصيل غير موجودة
v165-097;AR_CREDIT_LIMIT_EXCEEDED;en-US;Customer credit limit would be exceeded
v165-098;AR_CREDIT_LIMIT_EXCEEDED;ar-EG;سيتم تجاوز الحد الائتماني للعميل
v165-099;AR_CUSTOMER_CREDIT_HOLD;en-US;Customer is on credit hold
v165-100;AR_CUSTOMER_CREDIT_HOLD;ar-EG;ائتمان العميل موقوف
v165-101;AR_CUSTOMER_INACTIVE;en-US;Customer is inactive or is not a customer
v165-102;AR_CUSTOMER_INACTIVE;ar-EG;العميل غير نشط أو ليس عميلاً
v165-103;AR_CUSTOMER_NOT_FOUND;en-US;Customer was not found
v165-104;AR_CUSTOMER_NOT_FOUND;ar-EG;العميل غير موجود
v165-105;AR_DUE_DATE_INVALID;en-US;Due date cannot be before invoice date
v165-106;AR_DUE_DATE_INVALID;ar-EG;لا يمكن أن يسبق الاستحقاق تاريخ الفاتورة
v165-107;AR_DUPLICATE_ALLOCATION;en-US;The receipt contains a duplicate invoice allocation
v165-108;AR_DUPLICATE_ALLOCATION;ar-EG;يتضمن التحصيل تخصيصاً مكرراً للفاتورة
v165-109;AR_INVOICE_NOT_FOUND;en-US;Customer invoice was not found
v165-110;AR_INVOICE_NOT_FOUND;ar-EG;فاتورة العميل غير موجودة
v165-111;AR_INVOICE_NUMBER_EXISTS;en-US;Customer invoice number already exists
v165-112;AR_INVOICE_NUMBER_EXISTS;ar-EG;رقم فاتورة العميل موجود مسبقاً
v165-113;AR_RECEIPT_NUMBER_EXISTS;en-US;Customer receipt number already exists
v165-114;AR_RECEIPT_NUMBER_EXISTS;ar-EG;رقم تحصيل العميل موجود مسبقاً
v165-115;SALE_ORDER_STATE_INVALID;en-US;Sales order cannot be confirmed from its current state
v165-116;SALE_ORDER_STATE_INVALID;ar-EG;لا يمكن تأكيد أمر البيع من حالته الحالية
v165-117;STALE_STATE;en-US;The record changed since it was loaded. Refresh and retry
v165-118;STALE_STATE;ar-EG;تغير السجل منذ تحميله. حدّث الصفحة وأعد المحاولة
