id;translation_key;locale;text_value
v318-037;org.activeProjects;ar-EG;المشاريع النشطة
v318-038;org.activeProjects;en-US;Active Projects
v318-039;org.transactionNumber;ar-EG;رقم المعاملة
v318-040;org.transactionNumber;en-US;Transaction #
v318-041;org.fromEntity;ar-EG;من الجهة
v318-042;org.fromEntity;en-US;From Entity
v318-043;org.toEntity;ar-EG;إلى الجهة
v318-044;org.toEntity;en-US;To Entity
v318-045;org.transactionType;ar-EG;نوع المعاملة
v318-046;org.transactionType;en-US;Transaction Type
v318-047;org.amount;ar-EG;المبلغ
v318-048;org.amount;en-US;Amount
v318-049;org.status;ar-EG;الحالة
v318-050;org.status;en-US;Status
v318-051;org.eliminationPeriod;ar-EG;فترة الاستبعاد
v318-052;org.eliminationPeriod;en-US;Elimination Period
v318-053;org.journalEntry;ar-EG;قيد اليومية
v318-054;org.journalEntry;en-US;Journal Entry
v318-055;org.newIntercompany;ar-EG;معاملة جديدة بين الشركات
v318-056;org.newIntercompany;en-US;New Intercompany Transaction
v318-057;org.createIntercompany;ar-EG;إنشاء معاملة بين الشركات
v318-058;org.createIntercompany;en-US;Create Intercompany Transaction
v318-059;org.fromCompany;ar-EG;الشركة المرسلة
v318-060;org.fromCompany;en-US;Originating Company
v318-061;org.fromBranch;ar-EG;فرع الإرسال
v318-062;org.fromBranch;en-US;Originating Branch
v318-063;org.toCompany;ar-EG;الشركة المستقبلة
v318-064;org.toCompany;en-US;Destination Company
v318-065;org.toBranch;ar-EG;فرع الاستقبال
v318-066;org.toBranch;en-US;Destination Branch
v318-067;org.description;ar-EG;الوصف والبيان
v318-068;org.description;en-US;Description
v318-069;org.dueToAccount;ar-EG;حساب جاري دائن (Due-To)
v318-070;org.dueToAccount;en-US;Due-To Account
v318-071;org.dueFromAccount;ar-EG;حساب جاري مدين (Due-From)
v318-072;org.dueFromAccount;en-US;Due-From Account
v318-073;org.approve;ar-EG;اعتماد المعاملة
v318-074;org.approve;en-US;Approve Transaction
v318-075;org.settle;ar-EG;تسوية المعاملة
v318-076;org.settle;en-US;Settle Transaction
v318-077;org.eliminate;ar-EG;استبعاد التجميع المالي
v318-078;org.eliminate;en-US;Run Period Elimination
v318-079;org.runElimination;ar-EG;تنفيذ استبعاد المعاملات المتبادلة
v318-080;org.runElimination;en-US;Execute Intercompany Elimination
v318-081;org.eliminationPeriodHint;ar-EG;حدد الفترة المالية لاستبعاد المعاملات الداخلية المتبادلة تلقائياً
v318-082;org.eliminationPeriodHint;en-US;Specify the fiscal period to automatically eliminate reciprocal internal transactions
v318-083;org.eliminationSuccess;ar-EG;تم استبعاد المعاملات المتبادلة وتحديث القوائم المالية المجمعة بنجاح
v318-084;org.eliminationSuccess;en-US;Intercompany transactions eliminated and consolidated financials updated successfully
v318-085;org.approveSuccess;ar-EG;تم اعتماد المعاملة بين الشركات بنجاح
v318-086;org.approveSuccess;en-US;Intercompany transaction approved successfully
v318-087;org.settleSuccess;ar-EG;تمت تسوية المعاملة بنجاح
v318-088;org.settleSuccess;en-US;Intercompany transaction settled successfully
v318-089;org.createSuccess;ar-EG;تم إنشاء المعاملة بنجاح
v318-090;org.createSuccess;en-US;Intercompany transaction created successfully
v318-091;org.typeInventoryTransfer;ar-EG;تحويل بضاعة ومخزون
v318-092;org.typeInventoryTransfer;en-US;Inventory Stock Transfer
v318-093;org.typeExpenseAllocation;ar-EG;توزيع مصروفات مشتركة
v318-094;org.typeExpenseAllocation;en-US;Shared Expense Allocation
v318-095;org.typeManagementFee;ar-EG;أتعاب إدارة وخدمات
v318-096;org.typeManagementFee;en-US;Management & Service Fees
v318-097;org.typeLoanAdvance;ar-EG;سلفة وتمويل جاري
v318-098;org.typeLoanAdvance;en-US;Current Account Loan / Advance
v318-099;org.statusDraft;ar-EG;مسودة
v318-100;org.statusDraft;en-US;Draft
v318-101;org.statusPendingApproval;ar-EG;بانتظار الاعتماد
v318-102;org.statusPendingApproval;en-US;Pending Approval
v318-103;org.statusApproved;ar-EG;معتمد
v318-104;org.statusApproved;en-US;Approved
v318-105;org.statusSettled;ar-EG;تمت التسوية
v318-106;org.statusSettled;en-US;Settled
v318-107;org.statusEliminated;ar-EG;مستبعد بالتجميع
v318-108;org.statusEliminated;en-US;Eliminated in Consolidation
